Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
1/23/2019,16093100000000.00,5854710000000.00,21947800000000.00,1,2019,2,2019,1,1,23
1/22/2019,16093100000000.00,5860080000000.00,21953200000000.00,1,2019,2,2019,1,1,22
1/18/2019,16094100000000.00,5860820000000.00,21954900000000.00,1,2019,2,2019,1,1,18
1/17/2019,16094300000000.00,5860520000000.00,21954800000000.00,1,2019,2,2019,1,1,17
1/16/2019,16109300000000.00,5851090000000.00,21960400000000.00,1,2019,2,2019,1,1,16
1/15/2019,16108800000000.00,5861210000000.00,21970000000000.00,1,2019,2,2019,1,1,15
1/14/2019,16074300000000.00,5845710000000.00,21920000000000.00,1,2019,2,2019,1,1,14
1/11/2019,16074900000000.00,5842300000000.00,21917200000000.00,1,2019,2,2019,1,1,11
1/10/2019,16075100000000.00,5842490000000.00,21917600000000.00,1,2019,2,2019,1,1,10
1/9/2019,16090200000000.00,5840040000000.00,21930200000000.00,1,2019,2,2019,1,1,9
1/8/2019,16089600000000.00,5851840000000.00,21941400000000.00,1,2019,2,2019,1,1,8
1/7/2019,16089300000000.00,5846200000000.00,21935500000000.00,1,2019,2,2019,1,1,7
1/4/2019,16089600000000.00,5842350000000.00,21932000000000.00,1,2019,2,2019,1,1,4
1/3/2019,16089700000000.00,5839520000000.00,21929300000000.00,1,2019,2,2019,1,1,3
1/2/2019,16099400000000.00,5844500000000.00,21943900000000.00,1,2019,2,2019,1,1,2
12/31/2018,16101700000000.00,5872430000000.00,21974100000000.00,1,2019,1,2018,4,12,31
12/28/2018,16068600000000.00,5798750000000.00,21867300000000.00,1,2019,1,2018,4,12,28
12/27/2018,16050100000000.00,5795230000000.00,21845300000000.00,1,2019,1,2018,4,12,27
12/26/2018,16064400000000.00,5796940000000.00,21861300000000.00,1,2019,1,2018,4,12,26
12/24/2018,16069500000000.00,5793050000000.00,21862500000000.00,1,2019,1,2018,4,12,24
12/21/2018,16068400000000.00,5800500000000.00,21868900000000.00,1,2019,1,2018,4,12,21
12/20/2018,16068000000000.00,5795590000000.00,21863600000000.00,1,2019,1,2018,4,12,20
12/19/2018,16082400000000.00,5790830000000.00,21873200000000.00,1,2019,1,2018,4,12,19
12/18/2018,16082100000000.00,5803380000000.00,21885500000000.00,1,2019,1,2018,4,12,18
12/17/2018,16086400000000.00,5790240000000.00,21876700000000.00,1,2019,1,2018,4,12,17
12/14/2018,16033800000000.00,5787180000000.00,21820900000000.00,1,2019,1,2018,4,12,14
12/13/2018,16033600000000.00,5789460000000.00,21823100000000.00,1,2019,1,2018,4,12,13
12/12/2018,16048900000000.00,5787710000000.00,21836700000000.00,1,2019,1,2018,4,12,12
12/11/2018,16048700000000.00,5801060000000.00,21849700000000.00,1,2019,1,2018,4,12,11
12/10/2018,16053100000000.00,5801180000000.00,21854300000000.00,1,2019,1,2018,4,12,10
12/7/2018,16053000000000.00,5797790000000.00,21850800000000.00,1,2019,1,2018,4,12,7
12/6/2018,16053000000000.00,5798560000000.00,21851500000000.00,1,2019,1,2018,4,12,6
12/5/2018,16041800000000.00,5797250000000.00,21839000000000.00,1,2019,1,2018,4,12,5
12/4/2018,16041600000000.00,5795040000000.00,21836700000000.00,1,2019,1,2018,4,12,4
12/3/2018,16042000000000.00,5782140000000.00,21824100000000.00,1,2019,1,2018,4,12,3
11/30/2018,16044300000000.00,5805780000000.00,21850100000000.00,1,2019,1,2018,4,11,30
11/29/2018,15985400000000.00,5832700000000.00,21818100000000.00,1,2019,1,2018,4,11,29
11/28/2018,15968000000000.00,5833910000000.00,21801900000000.00,1,2019,1,2018,4,11,28
11/27/2018,15968100000000.00,5848230000000.00,21816400000000.00,1,2019,1,2018,4,11,27
11/26/2018,15968000000000.00,5843350000000.00,21811400000000.00,1,2019,1,2018,4,11,26
11/23/2018,15966800000000.00,5836060000000.00,21802800000000.00,1,2019,1,2018,4,11,23
11/21/2018,15941700000000.00,5827600000000.00,21769300000000.00,1,2019,1,2018,4,11,21
11/20/2018,15941600000000.00,5841120000000.00,21782700000000.00,1,2019,1,2018,4,11,20
11/19/2018,15940700000000.00,5831440000000.00,21772200000000.00,1,2019,1,2018,4,11,19
11/16/2018,15941800000000.00,5824520000000.00,21766400000000.00,1,2019,1,2018,4,11,16
11/15/2018,15941700000000.00,5822140000000.00,21763800000000.00,1,2019,1,2018,4,11,15
11/14/2018,15901900000000.00,5823860000000.00,21725700000000.00,1,2019,1,2018,4,11,14
11/13/2018,15901600000000.00,5832620000000.00,21734200000000.00,1,2019,1,2018,4,11,13
11/9/2018,15901200000000.00,5831350000000.00,21732600000000.00,1,2019,1,2018,4,11,9
11/8/2018,15901300000000.00,5832170000000.00,21733400000000.00,1,2019,1,2018,4,11,8
11/7/2018,15864900000000.00,5825590000000.00,21690400000000.00,1,2019,1,2018,4,11,7
11/6/2018,15865100000000.00,5826170000000.00,21691200000000.00,1,2019,1,2018,4,11,6
11/5/2018,15864400000000.00,5818000000000.00,21682400000000.00,1,2019,1,2018,4,11,5
11/2/2018,15864400000000.00,5812250000000.00,21676600000000.00,1,2019,1,2018,4,11,2
11/1/2018,15863700000000.00,5820280000000.00,21684000000000.00,1,2019,1,2018,4,11,1
10/31/2018,15843300000000.00,5859040000000.00,21702400000000.00,1,2019,1,2018,4,10,31
10/30/2018,15846700000000.00,5853310000000.00,21700000000000.00,1,2019,1,2018,4,10,30
10/29/2018,15846200000000.00,5851350000000.00,21697500000000.00,1,2019,1,2018,4,10,29
10/26/2018,15845400000000.00,5849500000000.00,21694900000000.00,1,2019,1,2018,4,10,26
10/25/2018,15845200000000.00,5850530000000.00,21695800000000.00,1,2019,1,2018,4,10,25
10/24/2018,15826100000000.00,5844990000000.00,21671100000000.00,1,2019,1,2018,4,10,24
10/23/2018,15825700000000.00,5856720000000.00,21682400000000.00,1,2019,1,2018,4,10,23
10/22/2018,15825000000000.00,5849720000000.00,21674700000000.00,1,2019,1,2018,4,10,22
10/19/2018,15825200000000.00,5846300000000.00,21671500000000.00,1,2019,1,2018,4,10,19
10/18/2018,15825100000000.00,5847350000000.00,21672500000000.00,1,2019,1,2018,4,10,18
10/17/2018,15809600000000.00,5844180000000.00,21653800000000.00,1,2019,1,2018,4,10,17
10/16/2018,15808200000000.00,5853550000000.00,21661700000000.00,1,2019,1,2018,4,10,16
10/15/2018,15808000000000.00,5846110000000.00,21654200000000.00,1,2019,1,2018,4,10,15
10/12/2018,15758700000000.00,5839260000000.00,21597900000000.00,1,2019,1,2018,4,10,12
10/11/2018,15758200000000.00,5831800000000.00,21590000000000.00,1,2019,1,2018,4,10,11
10/10/2018,15757000000000.00,5837390000000.00,21594400000000.00,1,2019,1,2018,4,10,10
10/9/2018,15756500000000.00,5845770000000.00,21602300000000.00,1,2019,1,2018,4,10,9
10/5/2018,15756700000000.00,5842580000000.00,21599300000000.00,1,2019,1,2018,4,10,5
10/4/2018,15757100000000.00,5842280000000.00,21599400000000.00,1,2019,1,2018,4,10,4
10/3/2018,15771600000000.00,5833750000000.00,21605400000000.00,1,2019,1,2018,4,10,3
10/2/2018,15771900000000.00,5846930000000.00,21618800000000.00,1,2019,1,2018,4,10,2
10/1/2018,15771300000000.00,5835620000000.00,21606900000000.00,1,2019,1,2018,4,10,1
9/28/2018,15761200000000.00,5754900000000.00,21516100000000.00,1,2018,4,2018,3,9,28
9/27/2018,15732900000000.00,5698980000000.00,21431900000000.00,1,2018,4,2018,3,9,27
9/26/2018,15761100000000.00,5709970000000.00,21471100000000.00,1,2018,4,2018,3,9,26
9/25/2018,15761500000000.00,5721290000000.00,21482800000000.00,1,2018,4,2018,3,9,25
9/24/2018,15761200000000.00,5714360000000.00,21475500000000.00,1,2018,4,2018,3,9,24
9/21/2018,15761100000000.00,5705670000000.00,21466700000000.00,1,2018,4,2018,3,9,21
9/20/2018,15760400000000.00,5707050000000.00,21467500000000.00,1,2018,4,2018,3,9,20
9/19/2018,15793000000000.00,5701250000000.00,21494300000000.00,1,2018,4,2018,3,9,19
9/18/2018,15793100000000.00,5706050000000.00,21499200000000.00,1,2018,4,2018,3,9,18
9/17/2018,15792000000000.00,5698900000000.00,21490900000000.00,1,2018,4,2018,3,9,17
9/14/2018,15743000000000.00,5689240000000.00,21432200000000.00,1,2018,4,2018,3,9,14
9/13/2018,15743200000000.00,5689380000000.00,21432500000000.00,1,2018,4,2018,3,9,13
9/12/2018,15764600000000.00,5686130000000.00,21450800000000.00,1,2018,4,2018,3,9,12
9/11/2018,15765900000000.00,5700320000000.00,21466200000000.00,1,2018,4,2018,3,9,11
9/10/2018,15766100000000.00,5693670000000.00,21459800000000.00,1,2018,4,2018,3,9,10
9/7/2018,15766500000000.00,5690010000000.00,21456500000000.00,1,2018,4,2018,3,9,7
9/6/2018,15766700000000.00,5687900000000.00,21454600000000.00,1,2018,4,2018,3,9,6
9/5/2018,15784600000000.00,5686430000000.00,21471100000000.00,1,2018,4,2018,3,9,5
9/4/2018,15784200000000.00,5671130000000.00,21455300000000.00,1,2018,4,2018,3,9,4
8/31/2018,15785400000000.00,5673460000000.00,21458800000000.00,1,2018,4,2018,3,8,31
8/30/2018,15733900000000.00,5708520000000.00,21442500000000.00,1,2018,4,2018,3,8,30
8/29/2018,15729400000000.00,5710020000000.00,21439400000000.00,1,2018,4,2018,3,8,29
8/28/2018,15729400000000.00,5712360000000.00,21441800000000.00,1,2018,4,2018,3,8,28
8/27/2018,15728700000000.00,5705830000000.00,21434500000000.00,1,2018,4,2018,3,8,27
8/24/2018,15728700000000.00,5699200000000.00,21427900000000.00,1,2018,4,2018,3,8,24
8/23/2018,15729800000000.00,5698170000000.00,21428000000000.00,1,2018,4,2018,3,8,23
8/22/2018,15710900000000.00,5695850000000.00,21406800000000.00,1,2018,4,2018,3,8,22
8/21/2018,15709700000000.00,5709820000000.00,21419500000000.00,1,2018,4,2018,3,8,21
8/20/2018,15709300000000.00,5704310000000.00,21413600000000.00,1,2018,4,2018,3,8,20
8/17/2018,15709400000000.00,5701990000000.00,21411400000000.00,1,2018,4,2018,3,8,17
8/16/2018,15709900000000.00,5697300000000.00,21407200000000.00,1,2018,4,2018,3,8,16
8/15/2018,15673100000000.00,5699230000000.00,21372300000000.00,1,2018,4,2018,3,8,15
8/14/2018,15647800000000.00,5703730000000.00,21351600000000.00,1,2018,4,2018,3,8,14
8/13/2018,15647700000000.00,5697370000000.00,21345100000000.00,1,2018,4,2018,3,8,13
8/10/2018,15645900000000.00,5694370000000.00,21340300000000.00,1,2018,4,2018,3,8,10
8/9/2018,15645900000000.00,5696280000000.00,21342200000000.00,1,2018,4,2018,3,8,9
8/8/2018,15604100000000.00,5694480000000.00,21298600000000.00,1,2018,4,2018,3,8,8
8/7/2018,15603800000000.00,5706120000000.00,21309900000000.00,1,2018,4,2018,3,8,7
8/6/2018,15603800000000.00,5701630000000.00,21305400000000.00,1,2018,4,2018,3,8,6
8/3/2018,15603500000000.00,5696360000000.00,21299900000000.00,1,2018,4,2018,3,8,3
8/2/2018,15603800000000.00,5709500000000.00,21313300000000.00,1,2018,4,2018,3,8,2
8/1/2018,15566600000000.00,5698230000000.00,21264800000000.00,1,2018,4,2018,3,8,1
7/31/2018,15569500000000.00,5743570000000.00,21313100000000.00,1,2018,4,2018,3,7,31
7/30/2018,15566200000000.00,5733090000000.00,21299300000000.00,1,2018,4,2018,3,7,30
7/27/2018,15565800000000.00,5732690000000.00,21298500000000.00,1,2018,4,2018,3,7,27
7/26/2018,15565700000000.00,5732920000000.00,21298600000000.00,1,2018,4,2018,3,7,26
7/25/2018,15538300000000.00,5727200000000.00,21265500000000.00,1,2018,4,2018,3,7,25
7/24/2018,15536600000000.00,5734610000000.00,21271200000000.00,1,2018,4,2018,3,7,24
7/23/2018,15536500000000.00,5727350000000.00,21263800000000.00,1,2018,4,2018,3,7,23
7/20/2018,15535900000000.00,5724770000000.00,21260700000000.00,1,2018,4,2018,3,7,20
7/19/2018,15535700000000.00,5724330000000.00,21260000000000.00,1,2018,4,2018,3,7,19
7/18/2018,15512700000000.00,5728120000000.00,21240900000000.00,1,2018,4,2018,3,7,18
7/17/2018,15512500000000.00,5742910000000.00,21255400000000.00,1,2018,4,2018,3,7,17
7/16/2018,15512000000000.00,5731330000000.00,21243400000000.00,1,2018,4,2018,3,7,16
7/13/2018,15484200000000.00,5726580000000.00,21210700000000.00,1,2018,4,2018,3,7,13
7/12/2018,15483800000000.00,5727350000000.00,21211200000000.00,1,2018,4,2018,3,7,12
7/11/2018,15482200000000.00,5725570000000.00,21207800000000.00,1,2018,4,2018,3,7,11
7/10/2018,15481800000000.00,5734620000000.00,21216400000000.00,1,2018,4,2018,3,7,10
7/9/2018,15481300000000.00,5726850000000.00,21208100000000.00,1,2018,4,2018,3,7,9
7/6/2018,15480300000000.00,5725610000000.00,21206000000000.00,1,2018,4,2018,3,7,6
7/5/2018,15480300000000.00,5722440000000.00,21202800000000.00,1,2018,4,2018,3,7,5
7/3/2018,15479800000000.00,5721140000000.00,21200900000000.00,1,2018,4,2018,3,7,3
7/2/2018,15478000000000.00,5728240000000.00,21206300000000.00,1,2018,4,2018,3,7,2
6/29/2018,15466600000000.00,5728510000000.00,21195100000000.00,1,2018,3,2018,2,6,29
6/28/2018,15445300000000.00,5683650000000.00,21129000000000.00,1,2018,3,2018,2,6,28
6/27/2018,15449900000000.00,5682590000000.00,21132500000000.00,1,2018,3,2018,2,6,27
6/26/2018,15450000000000.00,5699680000000.00,21149700000000.00,1,2018,3,2018,2,6,26
6/25/2018,15449800000000.00,5690260000000.00,21140100000000.00,1,2018,3,2018,2,6,25
6/22/2018,15449500000000.00,5681090000000.00,21130600000000.00,1,2018,3,2018,2,6,22
6/21/2018,15450300000000.00,5680510000000.00,21130800000000.00,1,2018,3,2018,2,6,21
6/20/2018,15454000000000.00,5680210000000.00,21134200000000.00,1,2018,3,2018,2,6,20
6/19/2018,15453900000000.00,5691920000000.00,21145800000000.00,1,2018,3,2018,2,6,19
6/18/2018,15453300000000.00,5678260000000.00,21131600000000.00,1,2018,3,2018,2,6,18
6/15/2018,15452800000000.00,5671080000000.00,21123900000000.00,1,2018,3,2018,2,6,15
6/14/2018,15411300000000.00,5669520000000.00,21080800000000.00,1,2018,3,2018,2,6,14
6/13/2018,15420900000000.00,5665900000000.00,21086800000000.00,1,2018,3,2018,2,6,13
6/12/2018,15420400000000.00,5679110000000.00,21099500000000.00,1,2018,3,2018,2,6,12
6/11/2018,15420100000000.00,5672830000000.00,21092900000000.00,1,2018,3,2018,2,6,11
6/8/2018,15419600000000.00,5669540000000.00,21089100000000.00,1,2018,3,2018,2,6,8
6/7/2018,15419100000000.00,5681010000000.00,21100100000000.00,1,2018,3,2018,2,6,7
6/6/2018,15425900000000.00,5676470000000.00,21102400000000.00,1,2018,3,2018,2,6,6
6/5/2018,15425800000000.00,5675530000000.00,21101400000000.00,1,2018,3,2018,2,6,5
6/4/2018,15425300000000.00,5665500000000.00,21090800000000.00,1,2018,3,2018,2,6,4
6/1/2018,15424800000000.00,5658350000000.00,21083100000000.00,1,2018,3,2018,2,6,1
5/31/2018,15426900000000.00,5718300000000.00,21145200000000.00,1,2018,3,2018,2,5,31
5/30/2018,15398800000000.00,5706940000000.00,21105700000000.00,1,2018,3,2018,2,5,30
5/29/2018,15398400000000.00,5704680000000.00,21103100000000.00,1,2018,3,2018,2,5,29
5/25/2018,15397600000000.00,5702560000000.00,21100100000000.00,1,2018,3,2018,2,5,25
5/24/2018,15381600000000.00,5704890000000.00,21086500000000.00,1,2018,3,2018,2,5,24
5/23/2018,15372600000000.00,5710350000000.00,21083000000000.00,1,2018,3,2018,2,5,23
5/22/2018,15372600000000.00,5722070000000.00,21094600000000.00,1,2018,3,2018,2,5,22
5/21/2018,15372400000000.00,5713500000000.00,21085900000000.00,1,2018,3,2018,2,5,21
5/18/2018,15372200000000.00,5708440000000.00,21080700000000.00,1,2018,3,2018,2,5,18
5/17/2018,15372000000000.00,5708870000000.00,21080900000000.00,1,2018,3,2018,2,5,17
5/16/2018,15365900000000.00,5708070000000.00,21074000000000.00,1,2018,3,2018,2,5,16
5/15/2018,15365500000000.00,5720270000000.00,21085800000000.00,1,2018,3,2018,2,5,15
5/14/2018,15341600000000.00,5712740000000.00,21054300000000.00,1,2018,3,2018,2,5,14
5/11/2018,15340900000000.00,5709760000000.00,21050600000000.00,1,2018,3,2018,2,5,11
5/10/2018,15340500000000.00,5710280000000.00,21050800000000.00,1,2018,3,2018,2,5,10
5/9/2018,15333500000000.00,5707470000000.00,21041000000000.00,1,2018,3,2018,2,5,9
5/8/2018,15333100000000.00,5721660000000.00,21054800000000.00,1,2018,3,2018,2,5,8
5/7/2018,15332100000000.00,5712030000000.00,21044200000000.00,1,2018,3,2018,2,5,7
5/4/2018,15331500000000.00,5706480000000.00,21038000000000.00,1,2018,3,2018,2,5,4
5/3/2018,15331200000000.00,5702520000000.00,21033700000000.00,1,2018,3,2018,2,5,3
5/2/2018,15333900000000.00,5711420000000.00,21045300000000.00,1,2018,3,2018,2,5,2
5/1/2018,15333800000000.00,5696790000000.00,21030600000000.00,1,2018,3,2018,2,5,1
4/30/2018,15335100000000.00,5733070000000.00,21068200000000.00,1,2018,3,2018,2,4,30
4/27/2018,15335300000000.00,5718050000000.00,21053400000000.00,1,2018,3,2018,2,4,27
4/26/2018,15335200000000.00,5720290000000.00,21055500000000.00,1,2018,3,2018,2,4,26
4/25/2018,15343200000000.00,5716430000000.00,21059600000000.00,1,2018,3,2018,2,4,25
4/24/2018,15342000000000.00,5720440000000.00,21062400000000.00,1,2018,3,2018,2,4,24
4/23/2018,15341600000000.00,5701710000000.00,21043300000000.00,1,2018,3,2018,2,4,23
4/20/2018,15341900000000.00,5696750000000.00,21038700000000.00,1,2018,3,2018,2,4,20
4/19/2018,15341700000000.00,5693770000000.00,21035500000000.00,1,2018,3,2018,2,4,19
4/18/2018,15383500000000.00,5696300000000.00,21079800000000.00,1,2018,3,2018,2,4,18
4/17/2018,15382800000000.00,5695470000000.00,21078300000000.00,1,2018,3,2018,2,4,17
4/16/2018,15382500000000.00,5688450000000.00,21071000000000.00,1,2018,3,2018,2,4,16
4/13/2018,15396400000000.00,5667060000000.00,21063400000000.00,1,2018,3,2018,2,4,13
4/12/2018,15396100000000.00,5666370000000.00,21062500000000.00,1,2018,3,2018,2,4,12
4/11/2018,15457800000000.00,5664070000000.00,21121800000000.00,1,2018,3,2018,2,4,11
4/10/2018,15457800000000.00,5676980000000.00,21134800000000.00,1,2018,3,2018,2,4,10
4/9/2018,15457500000000.00,5669430000000.00,21127000000000.00,1,2018,3,2018,2,4,9
4/6/2018,15456900000000.00,5663440000000.00,21120300000000.00,1,2018,3,2018,2,4,6
4/5/2018,15456600000000.00,5663940000000.00,21120500000000.00,1,2018,3,2018,2,4,5
4/4/2018,15458600000000.00,5659530000000.00,21118200000000.00,1,2018,3,2018,2,4,4
4/3/2018,15458200000000.00,5658790000000.00,21117000000000.00,1,2018,3,2018,2,4,3
4/2/2018,15457200000000.00,5662180000000.00,21119400000000.00,1,2018,3,2018,2,4,2
3/30/2018,15428000000000.00,5661630000000.00,21089600000000.00,1,2018,2,2018,1,3,30
3/29/2018,15428300000000.00,5685320000000.00,21113600000000.00,1,2018,2,2018,1,3,29
3/28/2018,15391300000000.00,5679790000000.00,21071100000000.00,1,2018,2,2018,1,3,28
3/27/2018,15390800000000.00,5694170000000.00,21085000000000.00,1,2018,2,2018,1,3,27
3/26/2018,15390200000000.00,5687790000000.00,21078000000000.00,1,2018,2,2018,1,3,26
3/23/2018,15389700000000.00,5679230000000.00,21068900000000.00,1,2018,2,2018,1,3,23
3/22/2018,15389200000000.00,5675920000000.00,21065200000000.00,1,2018,2,2018,1,3,22
3/21/2018,15359100000000.00,5673570000000.00,21032700000000.00,1,2018,2,2018,1,3,21
3/20/2018,15358800000000.00,5691630000000.00,21050400000000.00,1,2018,2,2018,1,3,20
3/19/2018,15358200000000.00,5686240000000.00,21044400000000.00,1,2018,2,2018,1,3,19
3/16/2018,15357500000000.00,5676640000000.00,21034100000000.00,1,2018,2,2018,1,3,16
3/15/2018,15356400000000.00,5674700000000.00,21031100000000.00,1,2018,2,2018,1,3,15
3/14/2018,15285200000000.00,5673020000000.00,20958200000000.00,1,2018,2,2018,1,3,14
3/13/2018,15285300000000.00,5687540000000.00,20972800000000.00,1,2018,2,2018,1,3,13
3/12/2018,15284800000000.00,5677380000000.00,20962200000000.00,1,2018,2,2018,1,3,12
3/9/2018,15283100000000.00,5673890000000.00,20957000000000.00,1,2018,2,2018,1,3,9
3/8/2018,15282800000000.00,5674480000000.00,20957300000000.00,1,2018,2,2018,1,3,8
3/7/2018,15209300000000.00,5670590000000.00,20879900000000.00,1,2018,2,2018,1,3,7
3/6/2018,15208800000000.00,5670010000000.00,20878800000000.00,1,2018,2,2018,1,3,6
3/5/2018,15208400000000.00,5664350000000.00,20872800000000.00,1,2018,2,2018,1,3,5
3/2/2018,15207700000000.00,5660050000000.00,20867700000000.00,1,2018,2,2018,1,3,2
3/1/2018,15206800000000.00,5667630000000.00,20874400000000.00,1,2018,2,2018,1,3,1
2/28/2018,15150600000000.00,5705080000000.00,20855700000000.00,1,2018,2,2018,1,2,28
2/27/2018,15127300000000.00,5710860000000.00,20838200000000.00,1,2018,2,2018,1,2,27
2/26/2018,15126100000000.00,5702870000000.00,20829000000000.00,1,2018,2,2018,1,2,26
2/23/2018,15125300000000.00,5695600000000.00,20820900000000.00,1,2018,2,2018,1,2,23
2/22/2018,15110500000000.00,5694520000000.00,20805000000000.00,1,2018,2,2018,1,2,22
2/21/2018,15068300000000.00,5695170000000.00,20763500000000.00,1,2018,2,2018,1,2,21
2/20/2018,15068500000000.00,5701040000000.00,20769500000000.00,1,2018,2,2018,1,2,20
2/16/2018,15067700000000.00,5692490000000.00,20760200000000.00,1,2018,2,2018,1,2,16
2/15/2018,15018100000000.00,5692070000000.00,20710200000000.00,1,2018,2,2018,1,2,15
2/14/2018,14984400000000.00,5685210000000.00,20669600000000.00,1,2018,2,2018,1,2,14
2/13/2018,14982500000000.00,5699330000000.00,20681800000000.00,1,2018,2,2018,1,2,13
2/12/2018,14982000000000.00,5691880000000.00,20673900000000.00,1,2018,2,2018,1,2,12
2/9/2018,14981000000000.00,5688060000000.00,20669100000000.00,1,2018,2,2018,1,2,9
2/8/2018,14824300000000.00,5670310000000.00,20494600000000.00,1,2018,2,2018,1,2,8
2/7/2018,14829000000000.00,5665090000000.00,20494100000000.00,1,2018,2,2018,1,2,7
2/6/2018,14828800000000.00,5665380000000.00,20494200000000.00,1,2018,2,2018,1,2,6
2/5/2018,14835500000000.00,5658720000000.00,20494200000000.00,1,2018,2,2018,1,2,5
2/2/2018,14840800000000.00,5653720000000.00,20494500000000.00,1,2018,2,2018,1,2,2
2/1/2018,14836200000000.00,5658410000000.00,20494600000000.00,1,2018,2,2018,1,2,1
1/31/2018,14803200000000.00,5690560000000.00,20493700000000.00,1,2018,2,2018,1,1,31
1/30/2018,14802000000000.00,5691000000000.00,20493000000000.00,1,2018,2,2018,1,1,30
1/29/2018,14806700000000.00,5686400000000.00,20493100000000.00,1,2018,2,2018,1,1,29
1/26/2018,14807500000000.00,5685830000000.00,20493300000000.00,1,2018,2,2018,1,1,26
1/25/2018,14805800000000.00,5687580000000.00,20493400000000.00,1,2018,2,2018,1,1,25
1/24/2018,14814700000000.00,5678290000000.00,20493000000000.00,1,2018,2,2018,1,1,24
1/23/2018,14802800000000.00,5690200000000.00,20493000000000.00,1,2018,2,2018,1,1,23
1/22/2018,14810800000000.00,5682300000000.00,20493100000000.00,1,2018,2,2018,1,1,22
1/19/2018,14813400000000.00,5679970000000.00,20493300000000.00,1,2018,2,2018,1,1,19
1/18/2018,14816400000000.00,5676980000000.00,20493400000000.00,1,2018,2,2018,1,1,18
1/17/2018,14812600000000.00,5680380000000.00,20492900000000.00,1,2018,2,2018,1,1,17
1/16/2018,14814000000000.00,5679020000000.00,20493000000000.00,1,2018,2,2018,1,1,16
1/12/2018,14825700000000.00,5667650000000.00,20493300000000.00,1,2018,2,2018,1,1,12
1/11/2018,14825200000000.00,5668180000000.00,20493400000000.00,1,2018,2,2018,1,1,11
1/10/2018,14827200000000.00,5665700000000.00,20492900000000.00,1,2018,2,2018,1,1,10
1/9/2018,14814500000000.00,5678530000000.00,20493000000000.00,1,2018,2,2018,1,1,9
1/8/2018,14822300000000.00,5670740000000.00,20493100000000.00,1,2018,2,2018,1,1,8
1/5/2018,14825200000000.00,5668050000000.00,20493300000000.00,1,2018,2,2018,1,1,5
1/4/2018,14829300000000.00,5664030000000.00,20493400000000.00,1,2018,2,2018,1,1,4
1/3/2018,14830800000000.00,5661700000000.00,20492500000000.00,1,2018,2,2018,1,1,3
1/2/2018,14832800000000.00,5659810000000.00,20492600000000.00,1,2018,2,2018,1,1,2
12/29/2017,14814700000000.00,5678030000000.00,20492700000000.00,1,2018,1,2017,4,12,29
12/28/2017,14868600000000.00,5624320000000.00,20493000000000.00,1,2018,1,2017,4,12,28
12/27/2017,14862800000000.00,5629700000000.00,20492500000000.00,1,2018,1,2017,4,12,27
12/26/2017,14861700000000.00,5630870000000.00,20492600000000.00,1,2018,1,2017,4,12,26
12/22/2017,14867700000000.00,5625220000000.00,20492900000000.00,1,2018,1,2017,4,12,22
12/21/2017,14874300000000.00,5618650000000.00,20492900000000.00,1,2018,1,2017,4,12,21
12/20/2017,14872400000000.00,5620120000000.00,20492500000000.00,1,2018,1,2017,4,12,20
12/19/2017,14859400000000.00,5633220000000.00,20492600000000.00,1,2018,1,2017,4,12,19
12/18/2017,14871100000000.00,5621550000000.00,20492700000000.00,1,2018,1,2017,4,12,18
12/15/2017,14876500000000.00,5616410000000.00,20492900000000.00,1,2018,1,2017,4,12,15
12/14/2017,14875300000000.00,5617680000000.00,20492900000000.00,1,2018,1,2017,4,12,14
12/13/2017,14865200000000.00,5622320000000.00,20487500000000.00,1,2018,1,2017,4,12,13
12/12/2017,14864600000000.00,5628020000000.00,20492600000000.00,1,2018,1,2017,4,12,12
12/11/2017,14864800000000.00,5627890000000.00,20492700000000.00,1,2018,1,2017,4,12,11
12/8/2017,14864900000000.00,5627990000000.00,20492900000000.00,1,2018,1,2017,4,12,8
12/7/2017,14906000000000.00,5635140000000.00,20541100000000.00,1,2018,1,2017,4,12,7
12/6/2017,14913800000000.00,5632680000000.00,20546400000000.00,1,2018,1,2017,4,12,6
12/5/2017,14913700000000.00,5632910000000.00,20546600000000.00,1,2018,1,2017,4,12,5
12/4/2017,14914000000000.00,5626360000000.00,20540400000000.00,1,2018,1,2017,4,12,4
12/1/2017,14914000000000.00,5617830000000.00,20531800000000.00,1,2018,1,2017,4,12,1
11/30/2017,14918700000000.00,5671680000000.00,20590400000000.00,1,2018,1,2017,4,11,30
11/29/2017,14902600000000.00,5661600000000.00,20564200000000.00,1,2018,1,2017,4,11,29
11/28/2017,14902200000000.00,5665730000000.00,20567900000000.00,1,2018,1,2017,4,11,28
11/27/2017,14901300000000.00,5662360000000.00,20563700000000.00,1,2018,1,2017,4,11,27
11/24/2017,14900700000000.00,5656600000000.00,20557300000000.00,1,2018,1,2017,4,11,24
11/22/2017,14881200000000.00,5652150000000.00,20533400000000.00,1,2018,1,2017,4,11,22
11/21/2017,14881100000000.00,5665880000000.00,20546900000000.00,1,2018,1,2017,4,11,21
11/20/2017,14880000000000.00,5658370000000.00,20538400000000.00,1,2018,1,2017,4,11,20
11/17/2017,14879400000000.00,5654640000000.00,20534000000000.00,1,2018,1,2017,4,11,17
