Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
4/25/2024,27443700000000.00,7111290000000.00,34555000000000.00,1,2024,3,2024,2,4,25
4/24/2024,27461600000000.00,7110050000000.00,34571600000000.00,1,2024,3,2024,2,4,24
4/23/2024,27461300000000.00,7120620000000.00,34581900000000.00,1,2024,3,2024,2,4,23
4/22/2024,27486500000000.00,7105300000000.00,34591800000000.00,1,2024,3,2024,2,4,22
4/19/2024,27484900000000.00,7100670000000.00,34585500000000.00,1,2024,3,2024,2,4,19
4/18/2024,27485300000000.00,7097790000000.00,34583100000000.00,1,2024,3,2024,2,4,18
4/17/2024,27491000000000.00,7085470000000.00,34576500000000.00,1,2024,3,2024,2,4,17
4/16/2024,27491000000000.00,7099990000000.00,34591000000000.00,1,2024,3,2024,2,4,16
4/15/2024,27525700000000.00,7077550000000.00,34603200000000.00,1,2024,3,2024,2,4,15
4/12/2024,27509600000000.00,7043580000000.00,34553200000000.00,1,2024,3,2024,2,4,12
4/11/2024,27509700000000.00,7041110000000.00,34550800000000.00,1,2024,3,2024,2,4,11
4/10/2024,27524700000000.00,7036330000000.00,34561000000000.00,1,2024,3,2024,2,4,10
4/9/2024,27523800000000.00,7057170000000.00,34581000000000.00,1,2024,3,2024,2,4,9
4/8/2024,27559200000000.00,7049260000000.00,34608400000000.00,1,2024,3,2024,2,4,8
4/5/2024,27558100000000.00,7042580000000.00,34600600000000.00,1,2024,3,2024,2,4,5
4/4/2024,27558000000000.00,7040990000000.00,34599000000000.00,1,2024,3,2024,2,4,4
4/3/2024,27570700000000.00,7033600000000.00,34604300000000.00,1,2024,3,2024,2,4,3
4/2/2024,27571000000000.00,7051270000000.00,34622300000000.00,1,2024,3,2024,2,4,2
4/1/2024,27597000000000.00,7030200000000.00,34627200000000.00,1,2024,3,2024,2,4,1
3/29/2024,27511500000000.00,7075080000000.00,34586500000000.00,1,2024,2,2024,1,3,29
3/28/2024,27511700000000.00,7066870000000.00,34578600000000.00,1,2024,2,2024,1,3,28
3/27/2024,27503300000000.00,7069910000000.00,34573200000000.00,1,2024,2,2024,1,3,27
3/26/2024,27500800000000.00,7093630000000.00,34594400000000.00,1,2024,2,2024,1,3,26
3/25/2024,27512600000000.00,7085610000000.00,34598200000000.00,1,2024,2,2024,1,3,25
3/22/2024,27511500000000.00,7070620000000.00,34582100000000.00,1,2024,2,2024,1,3,22
3/21/2024,27511200000000.00,7066800000000.00,34578000000000.00,1,2024,2,2024,1,3,21
3/20/2024,27495300000000.00,7065860000000.00,34561200000000.00,1,2024,2,2024,1,3,20
3/19/2024,27495600000000.00,7086740000000.00,34582300000000.00,1,2024,2,2024,1,3,19
3/18/2024,27486900000000.00,7064470000000.00,34551400000000.00,1,2024,2,2024,1,3,18
3/15/2024,27486700000000.00,7056150000000.00,34542800000000.00,1,2024,2,2024,1,3,15
3/14/2024,27434200000000.00,7052030000000.00,34486200000000.00,1,2024,2,2024,1,3,14
3/13/2024,27424600000000.00,7051280000000.00,34475900000000.00,1,2024,2,2024,1,3,13
3/12/2024,27424300000000.00,7072940000000.00,34497200000000.00,1,2024,2,2024,1,3,12
3/11/2024,27411600000000.00,7059920000000.00,34471500000000.00,1,2024,2,2024,1,3,11
3/8/2024,27410400000000.00,7054660000000.00,34465100000000.00,1,2024,2,2024,1,3,8
3/7/2024,27409700000000.00,7051750000000.00,34461400000000.00,1,2024,2,2024,1,3,7
3/6/2024,27395100000000.00,7045760000000.00,34440800000000.00,1,2024,2,2024,1,3,6
3/5/2024,27394900000000.00,7044030000000.00,34439000000000.00,1,2024,2,2024,1,3,5
3/4/2024,27379500000000.00,7031390000000.00,34410900000000.00,1,2024,2,2024,1,3,4
3/1/2024,27378900000000.00,7014320000000.00,34393300000000.00,1,2024,2,2024,1,3,1
2/29/2024,27380300000000.00,7090790000000.00,34471100000000.00,1,2024,2,2024,1,2,29
2/28/2024,27290200000000.00,7092000000000.00,34382100000000.00,1,2024,2,2024,1,2,28
2/27/2024,27290100000000.00,7115060000000.00,34405200000000.00,1,2024,2,2024,1,2,27
2/26/2024,27270300000000.00,7106040000000.00,34376300000000.00,1,2024,2,2024,1,2,26
2/23/2024,27270300000000.00,7097920000000.00,34368200000000.00,1,2024,2,2024,1,2,23
2/22/2024,27242600000000.00,7089450000000.00,34332000000000.00,1,2024,2,2024,1,2,22
2/21/2024,27209100000000.00,7088620000000.00,34297800000000.00,1,2024,2,2024,1,2,21
2/20/2024,27208900000000.00,7096250000000.00,34305100000000.00,1,2024,2,2024,1,2,20
2/16/2024,27183700000000.00,7083560000000.00,34267200000000.00,1,2024,2,2024,1,2,16
2/15/2024,27184500000000.00,7081540000000.00,34266100000000.00,1,2024,2,2024,1,2,15
2/14/2024,27178000000000.00,7067300000000.00,34245300000000.00,1,2024,2,2024,1,2,14
2/13/2024,27177900000000.00,7091140000000.00,34269100000000.00,1,2024,2,2024,1,2,13
2/12/2024,27148900000000.00,7081840000000.00,34230800000000.00,1,2024,2,2024,1,2,12
2/9/2024,27149900000000.00,7078260000000.00,34228200000000.00,1,2024,2,2024,1,2,9
2/8/2024,27150000000000.00,7078680000000.00,34228700000000.00,1,2024,2,2024,1,2,8
2/7/2024,27125600000000.00,7071970000000.00,34197600000000.00,1,2024,2,2024,1,2,7
2/6/2024,27125800000000.00,7070740000000.00,34196600000000.00,1,2024,2,2024,1,2,6
2/5/2024,27095000000000.00,7058930000000.00,34154000000000.00,1,2024,2,2024,1,2,5
2/2/2024,27095200000000.00,7052130000000.00,34147300000000.00,1,2024,2,2024,1,2,2
2/1/2024,27096100000000.00,7058870000000.00,34155000000000.00,1,2024,2,2024,1,2,1
1/31/2024,27071900000000.00,7119290000000.00,34191200000000.00,1,2024,2,2024,1,1,31
1/30/2024,27058200000000.00,7114580000000.00,34172800000000.00,1,2024,2,2024,1,1,30
1/29/2024,27031300000000.00,7107200000000.00,34138500000000.00,1,2024,2,2024,1,1,29
1/26/2024,27031600000000.00,7103890000000.00,34135500000000.00,1,2024,2,2024,1,1,26
1/25/2024,27031900000000.00,7103630000000.00,34135500000000.00,1,2024,2,2024,1,1,25
1/24/2024,27002900000000.00,7085430000000.00,34088400000000.00,1,2024,2,2024,1,1,24
1/23/2024,27003800000000.00,7105610000000.00,34109400000000.00,1,2024,2,2024,1,1,23
1/22/2024,26985300000000.00,7091420000000.00,34076700000000.00,1,2024,2,2024,1,1,22
1/19/2024,26985800000000.00,7086500000000.00,34072300000000.00,1,2024,2,2024,1,1,19
1/18/2024,26986500000000.00,7083360000000.00,34069900000000.00,1,2024,2,2024,1,1,18
1/17/2024,26977300000000.00,7082880000000.00,34060200000000.00,1,2024,2,2024,1,1,17
1/16/2024,26977100000000.00,7084470000000.00,34061600000000.00,1,2024,2,2024,1,1,16
1/12/2024,26984700000000.00,7073480000000.00,34058200000000.00,1,2024,2,2024,1,1,12
1/11/2024,26985000000000.00,7073490000000.00,34058500000000.00,1,2024,2,2024,1,1,11
1/10/2024,26974400000000.00,7028080000000.00,34002400000000.00,1,2024,2,2024,1,1,10
1/9/2024,26974800000000.00,7050030000000.00,34024800000000.00,1,2024,2,2024,1,1,9
1/8/2024,26973900000000.00,7038260000000.00,34012200000000.00,1,2024,2,2024,1,1,8
1/5/2024,26976100000000.00,7033610000000.00,34009700000000.00,1,2024,2,2024,1,1,5
1/4/2024,26976900000000.00,7029340000000.00,34006300000000.00,1,2024,2,2024,1,1,4
1/3/2024,26968000000000.00,7026270000000.00,33994200000000.00,1,2024,2,2024,1,1,3
1/2/2024,26966300000000.00,7023790000000.00,33990100000000.00,1,2024,2,2024,1,1,2
12/29/2023,26938500000000.00,7062980000000.00,34001500000000.00,1,2024,1,2023,4,12,29
12/28/2023,26891900000000.00,7019310000000.00,33911200000000.00,1,2024,1,2023,4,12,28
12/27/2023,26876300000000.00,7019750000000.00,33896100000000.00,1,2024,1,2023,4,12,27
12/26/2023,26876100000000.00,7029350000000.00,33905500000000.00,1,2024,1,2023,4,12,26
12/22/2023,26880800000000.00,7020220000000.00,33901000000000.00,1,2024,1,2023,4,12,22
12/21/2023,26881300000000.00,7006390000000.00,33887700000000.00,1,2024,1,2023,4,12,21
12/20/2023,26870600000000.00,6999930000000.00,33870500000000.00,1,2024,1,2023,4,12,20
12/19/2023,26869400000000.00,7022720000000.00,33892100000000.00,1,2024,1,2023,4,12,19
12/18/2023,26884900000000.00,7006350000000.00,33891300000000.00,1,2024,1,2023,4,12,18
12/15/2023,26884800000000.00,6999020000000.00,33883800000000.00,1,2024,1,2023,4,12,15
12/14/2023,26839400000000.00,7000990000000.00,33840400000000.00,1,2024,1,2023,4,12,14
12/13/2023,26831300000000.00,6996960000000.00,33828200000000.00,1,2024,1,2023,4,12,13
12/12/2023,26833000000000.00,7018280000000.00,33851300000000.00,1,2024,1,2023,4,12,12
12/11/2023,26845500000000.00,7007050000000.00,33852500000000.00,1,2024,1,2023,4,12,11
12/8/2023,26845500000000.00,7001820000000.00,33847400000000.00,1,2024,1,2023,4,12,8
12/7/2023,26846000000000.00,6986810000000.00,33832800000000.00,1,2024,1,2023,4,12,7
12/6/2023,26836200000000.00,6981890000000.00,33818100000000.00,1,2024,1,2023,4,12,6
12/5/2023,26836500000000.00,6981880000000.00,33818400000000.00,1,2024,1,2023,4,12,5
12/4/2023,26842300000000.00,6972350000000.00,33814600000000.00,1,2024,1,2023,4,12,4
12/1/2023,26841900000000.00,6960780000000.00,33802700000000.00,1,2024,1,2023,4,12,1
11/30/2023,26843800000000.00,7034860000000.00,33878700000000.00,1,2024,1,2023,4,11,30
11/29/2023,26777700000000.00,7071490000000.00,33849200000000.00,1,2024,1,2023,4,11,29
11/28/2023,26777700000000.00,7074150000000.00,33851900000000.00,1,2024,1,2023,4,11,28
11/27/2023,26771800000000.00,7064910000000.00,33836700000000.00,1,2024,1,2023,4,11,27
11/24/2023,26771300000000.00,7055960000000.00,33827300000000.00,1,2024,1,2023,4,11,24
11/22/2023,26720100000000.00,7046300000000.00,33766400000000.00,1,2024,1,2023,4,11,22
11/21/2023,26718600000000.00,7067890000000.00,33786500000000.00,1,2024,1,2023,4,11,21
11/20/2023,26692400000000.00,7057730000000.00,33750200000000.00,1,2024,1,2023,4,11,20
11/17/2023,26692200000000.00,7053930000000.00,33746200000000.00,1,2024,1,2023,4,11,17
11/16/2023,26692300000000.00,7047830000000.00,33740100000000.00,1,2024,1,2023,4,11,16
11/15/2023,26660700000000.00,7042070000000.00,33702800000000.00,1,2024,1,2023,4,11,15
11/14/2023,26682700000000.00,7058080000000.00,33740800000000.00,1,2024,1,2023,4,11,14
11/13/2023,26656500000000.00,7047840000000.00,33704400000000.00,1,2024,1,2023,4,11,13
11/10/2023,26656300000000.00,7044220000000.00,33700500000000.00,1,2024,1,2023,4,11,10
11/9/2023,26656300000000.00,7044420000000.00,33700700000000.00,1,2024,1,2023,4,11,9
11/8/2023,26661900000000.00,7042630000000.00,33704500000000.00,1,2024,1,2023,4,11,8
11/7/2023,26660800000000.00,7062370000000.00,33723100000000.00,1,2024,1,2023,4,11,7
11/6/2023,26630900000000.00,7054670000000.00,33685500000000.00,1,2024,1,2023,4,11,6
11/3/2023,26630000000000.00,7047760000000.00,33677800000000.00,1,2024,1,2023,4,11,3
11/2/2023,26630300000000.00,7064030000000.00,33694300000000.00,1,2024,1,2023,4,11,2
11/1/2023,26575000000000.00,7062950000000.00,33638000000000.00,1,2024,1,2023,4,11,1
10/31/2023,26576200000000.00,7123360000000.00,33699600000000.00,1,2024,1,2023,4,10,31
10/30/2023,26556200000000.00,7119290000000.00,33675500000000.00,1,2024,1,2023,4,10,30
10/27/2023,26555900000000.00,7119660000000.00,33675600000000.00,1,2024,1,2023,4,10,27
10/26/2023,26555600000000.00,7120380000000.00,33676000000000.00,1,2024,1,2023,4,10,26
10/25/2023,26555600000000.00,7117820000000.00,33673400000000.00,1,2024,1,2023,4,10,25
10/24/2023,26555300000000.00,7128890000000.00,33684200000000.00,1,2024,1,2023,4,10,24
10/23/2023,26515500000000.00,7120560000000.00,33636000000000.00,1,2024,1,2023,4,10,23
10/20/2023,26514600000000.00,7112640000000.00,33627300000000.00,1,2024,1,2023,4,10,20
10/19/2023,26514800000000.00,7112150000000.00,33626900000000.00,1,2024,1,2023,4,10,19
10/18/2023,26514600000000.00,7114590000000.00,33629200000000.00,1,2024,1,2023,4,10,18
10/17/2023,26514700000000.00,7134010000000.00,33648700000000.00,1,2024,1,2023,4,10,17
10/16/2023,26474400000000.00,7115950000000.00,33590300000000.00,1,2024,1,2023,4,10,16
10/13/2023,26426700000000.00,7102390000000.00,33529100000000.00,1,2024,1,2023,4,10,13
10/12/2023,26427000000000.00,7096050000000.00,33523100000000.00,1,2024,1,2023,4,10,12
10/11/2023,26436700000000.00,7100420000000.00,33537100000000.00,1,2024,1,2023,4,10,11
10/10/2023,26436000000000.00,7114200000000.00,33550200000000.00,1,2024,1,2023,4,10,10
10/6/2023,26402300000000.00,7108540000000.00,33510800000000.00,1,2024,1,2023,4,10,6
10/5/2023,26401300000000.00,7112050000000.00,33513400000000.00,1,2024,1,2023,4,10,5
10/4/2023,26366900000000.00,7111010000000.00,33478000000000.00,1,2024,1,2023,4,10,4
10/3/2023,26367100000000.00,7107850000000.00,33474900000000.00,1,2024,1,2023,4,10,3
10/2/2023,26339000000000.00,7103150000000.00,33442100000000.00,1,2024,1,2023,4,10,2
9/29/2023,26330100000000.00,6837190000000.00,33167300000000.00,1,2023,4,2023,3,9,29
9/28/2023,26289000000000.00,6837450000000.00,33126500000000.00,1,2023,4,2023,3,9,28
9/27/2023,26275000000000.00,6851920000000.00,33126900000000.00,1,2023,4,2023,3,9,27
9/26/2023,26275100000000.00,6871290000000.00,33146400000000.00,1,2023,4,2023,3,9,26
9/25/2023,26257500000000.00,6854520000000.00,33112100000000.00,1,2023,4,2023,3,9,25
9/22/2023,26257600000000.00,6844400000000.00,33102000000000.00,1,2023,4,2023,3,9,22
9/21/2023,26256900000000.00,6843520000000.00,33100400000000.00,1,2023,4,2023,3,9,21
9/20/2023,26234100000000.00,6836680000000.00,33070800000000.00,1,2023,4,2023,3,9,20
9/19/2023,26234300000000.00,6857500000000.00,33091800000000.00,1,2023,4,2023,3,9,19
9/18/2023,26214800000000.00,6839180000000.00,33054000000000.00,1,2023,4,2023,3,9,18
9/15/2023,26214500000000.00,6830390000000.00,33044900000000.00,1,2023,4,2023,3,9,15
9/14/2023,26166800000000.00,6821870000000.00,32988600000000.00,1,2023,4,2023,3,9,14
9/13/2023,26140800000000.00,6818720000000.00,32959500000000.00,1,2023,4,2023,3,9,13
9/12/2023,26140300000000.00,6839660000000.00,32979900000000.00,1,2023,4,2023,3,9,12
9/11/2023,26109200000000.00,6831440000000.00,32940600000000.00,1,2023,4,2023,3,9,11
9/8/2023,26109100000000.00,6831580000000.00,32940700000000.00,1,2023,4,2023,3,9,8
9/7/2023,26108800000000.00,6826810000000.00,32935700000000.00,1,2023,4,2023,3,9,7
9/6/2023,26077600000000.00,6825570000000.00,32903200000000.00,1,2023,4,2023,3,9,6
9/5/2023,26077600000000.00,6813050000000.00,32890700000000.00,1,2023,4,2023,3,9,5
9/1/2023,26044500000000.00,6797010000000.00,32841500000000.00,1,2023,4,2023,3,9,1
8/31/2023,26044100000000.00,6870100000000.00,32914100000000.00,1,2023,4,2023,3,8,31
8/30/2023,25982700000000.00,6871790000000.00,32854500000000.00,1,2023,4,2023,3,8,30
8/29/2023,25982700000000.00,6873750000000.00,32856500000000.00,1,2023,4,2023,3,8,29
8/28/2023,25947200000000.00,6867220000000.00,32814400000000.00,1,2023,4,2023,3,8,28
8/25/2023,25946500000000.00,6863710000000.00,32810200000000.00,1,2023,4,2023,3,8,25
8/24/2023,25922100000000.00,6855760000000.00,32777900000000.00,1,2023,4,2023,3,8,24
8/23/2023,25886300000000.00,6854070000000.00,32740400000000.00,1,2023,4,2023,3,8,23
8/22/2023,25886500000000.00,6872820000000.00,32759300000000.00,1,2023,4,2023,3,8,22
8/21/2023,25851300000000.00,6859300000000.00,32710600000000.00,1,2023,4,2023,3,8,21
8/18/2023,25850900000000.00,6853520000000.00,32704400000000.00,1,2023,4,2023,3,8,18
8/17/2023,25850500000000.00,6853220000000.00,32703700000000.00,1,2023,4,2023,3,8,17
8/16/2023,25814900000000.00,6846680000000.00,32661600000000.00,1,2023,4,2023,3,8,16
8/15/2023,25814300000000.00,6865600000000.00,32679900000000.00,1,2023,4,2023,3,8,15
8/14/2023,25812700000000.00,6850800000000.00,32663500000000.00,1,2023,4,2023,3,8,14
8/11/2023,25812100000000.00,6846510000000.00,32658600000000.00,1,2023,4,2023,3,8,11
8/10/2023,25812200000000.00,6845840000000.00,32658100000000.00,1,2023,4,2023,3,8,10
8/9/2023,25778300000000.00,6842630000000.00,32620900000000.00,1,2023,4,2023,3,8,9
8/8/2023,25778400000000.00,6865700000000.00,32644100000000.00,1,2023,4,2023,3,8,8
8/7/2023,25759000000000.00,6852290000000.00,32611300000000.00,1,2023,4,2023,3,8,7
8/4/2023,25758900000000.00,6844290000000.00,32603100000000.00,1,2023,4,2023,3,8,4
8/3/2023,25759300000000.00,6845040000000.00,32604300000000.00,1,2023,4,2023,3,8,3
8/2/2023,25740400000000.00,6859000000000.00,32599400000000.00,1,2023,4,2023,3,8,2
8/1/2023,25740100000000.00,6847450000000.00,32587600000000.00,1,2023,4,2023,3,8,1
7/31/2023,25708800000000.00,6899790000000.00,32608600000000.00,1,2023,4,2023,3,7,31
7/28/2023,25752700000000.00,6904380000000.00,32657100000000.00,1,2023,4,2023,3,7,28
7/27/2023,25753100000000.00,6906240000000.00,32659400000000.00,1,2023,4,2023,3,7,27
7/26/2023,25731500000000.00,6903300000000.00,32634800000000.00,1,2023,4,2023,3,7,26
7/25/2023,25731300000000.00,6919910000000.00,32651200000000.00,1,2023,4,2023,3,7,25
7/24/2023,25696800000000.00,6900970000000.00,32597800000000.00,1,2023,4,2023,3,7,24
7/21/2023,25696700000000.00,6896250000000.00,32593000000000.00,1,2023,4,2023,3,7,21
7/20/2023,25696300000000.00,6895880000000.00,32592200000000.00,1,2023,4,2023,3,7,20
7/19/2023,25679300000000.00,6890660000000.00,32569900000000.00,1,2023,4,2023,3,7,19
7/18/2023,25679300000000.00,6911610000000.00,32590900000000.00,1,2023,4,2023,3,7,18
7/17/2023,25640100000000.00,6894880000000.00,32535000000000.00,1,2023,4,2023,3,7,17
7/14/2023,25653600000000.00,6888840000000.00,32542400000000.00,1,2023,4,2023,3,7,14
7/13/2023,25653500000000.00,6888860000000.00,32542300000000.00,1,2023,4,2023,3,7,13
7/12/2023,25633800000000.00,6884570000000.00,32518400000000.00,1,2023,4,2023,3,7,12
7/11/2023,25633800000000.00,6904690000000.00,32538500000000.00,1,2023,4,2023,3,7,11
7/10/2023,25588800000000.00,6892300000000.00,32481100000000.00,1,2023,4,2023,3,7,10
7/7/2023,25589700000000.00,6887850000000.00,32477600000000.00,1,2023,4,2023,3,7,7
7/6/2023,25589900000000.00,6884520000000.00,32474400000000.00,1,2023,4,2023,3,7,6
7/5/2023,25519200000000.00,6882950000000.00,32402100000000.00,1,2023,4,2023,3,7,5
7/3/2023,25459100000000.00,6861780000000.00,32320900000000.00,1,2023,4,2023,3,7,3
6/30/2023,25462000000000.00,6870280000000.00,32332300000000.00,1,2023,3,2023,2,6,30
6/29/2023,25430200000000.00,6887530000000.00,32317800000000.00,1,2023,3,2023,2,6,29
6/28/2023,25361800000000.00,6885170000000.00,32247000000000.00,1,2023,3,2023,2,6,28
6/27/2023,25361700000000.00,6904930000000.00,32266600000000.00,1,2023,3,2023,2,6,27
6/26/2023,25301500000000.00,6893800000000.00,32195300000000.00,1,2023,3,2023,2,6,26
6/23/2023,25300800000000.00,6871810000000.00,32172600000000.00,1,2023,3,2023,2,6,23
6/22/2023,25300500000000.00,6868180000000.00,32168600000000.00,1,2023,3,2023,2,6,22
6/21/2023,25229400000000.00,6866290000000.00,32095700000000.00,1,2023,3,2023,2,6,21
6/20/2023,25228900000000.00,6876340000000.00,32105200000000.00,1,2023,3,2023,2,6,20
6/16/2023,25178200000000.00,6866160000000.00,32044300000000.00,1,2023,3,2023,2,6,16
6/15/2023,25178300000000.00,6860900000000.00,32039200000000.00,1,2023,3,2023,2,6,15
6/14/2023,25102800000000.00,6851690000000.00,31954400000000.00,1,2023,3,2023,2,6,14
6/13/2023,25103100000000.00,6872180000000.00,31975300000000.00,1,2023,3,2023,2,6,13
6/12/2023,25068400000000.00,6857920000000.00,31926300000000.00,1,2023,3,2023,2,6,12
6/9/2023,25067400000000.00,6853790000000.00,31921100000000.00,1,2023,3,2023,2,6,9
6/8/2023,25067600000000.00,6853700000000.00,31921300000000.00,1,2023,3,2023,2,6,8
6/7/2023,25047300000000.00,6809660000000.00,31857000000000.00,1,2023,3,2023,2,6,7
6/6/2023,25047400000000.00,6808580000000.00,31856000000000.00,1,2023,3,2023,2,6,6
6/5/2023,25032100000000.00,6793540000000.00,31825700000000.00,1,2023,3,2023,2,6,5
6/2/2023,24702400000000.00,6764720000000.00,31467100000000.00,1,2023,3,2023,2,6,2
6/1/2023,24690300000000.00,6777330000000.00,31467600000000.00,1,2023,3,2023,2,6,1
5/31/2023,24630700000000.00,6833770000000.00,31464500000000.00,1,2023,3,2023,2,5,31
5/30/2023,24634300000000.00,6829690000000.00,31464000000000.00,1,2023,3,2023,2,5,30
5/26/2023,24635900000000.00,6829010000000.00,31464900000000.00,1,2023,3,2023,2,5,26
5/25/2023,24634300000000.00,6831190000000.00,31465500000000.00,1,2023,3,2023,2,5,25
5/24/2023,24635200000000.00,6826420000000.00,31461600000000.00,1,2023,3,2023,2,5,24
5/23/2023,24620600000000.00,6841580000000.00,31462200000000.00,1,2023,3,2023,2,5,23
5/22/2023,24632300000000.00,6828290000000.00,31460600000000.00,1,2023,3,2023,2,5,22
5/19/2023,24637200000000.00,6824910000000.00,31462100000000.00,1,2023,3,2023,2,5,19
5/18/2023,24637300000000.00,6825350000000.00,31462700000000.00,1,2023,3,2023,2,5,18
5/17/2023,24637100000000.00,6820970000000.00,31458000000000.00,1,2023,3,2023,2,5,17
5/16/2023,24622400000000.00,6836110000000.00,31458600000000.00,1,2023,3,2023,2,5,16
5/15/2023,24632500000000.00,6824610000000.00,31457100000000.00,1,2023,3,2023,2,5,15
5/12/2023,24639700000000.00,6818870000000.00,31458500000000.00,1,2023,3,2023,2,5,12
5/11/2023,24639700000000.00,6819360000000.00,31459100000000.00,1,2023,3,2023,2,5,11
5/10/2023,24641200000000.00,6816250000000.00,31457400000000.00,1,2023,3,2023,2,5,10
5/9/2023,24619900000000.00,6838000000000.00,31457900000000.00,1,2023,3,2023,2,5,9
5/8/2023,24627300000000.00,6829880000000.00,31457200000000.00,1,2023,3,2023,2,5,8
5/5/2023,24636100000000.00,6822680000000.00,31458800000000.00,1,2023,3,2023,2,5,5
5/4/2023,24638800000000.00,6820470000000.00,31459300000000.00,1,2023,3,2023,2,5,4
5/3/2023,24635800000000.00,6821650000000.00,31457500000000.00,1,2023,3,2023,2,5,3
5/2/2023,24620400000000.00,6837630000000.00,31458000000000.00,1,2023,3,2023,2,5,2
5/1/2023,24647700000000.00,6809720000000.00,31457400000000.00,1,2023,3,2023,2,5,1
4/28/2023,24605100000000.00,6852750000000.00,31457800000000.00,1,2023,3,2023,2,4,28
4/27/2023,24607300000000.00,6852360000000.00,31459600000000.00,1,2023,3,2023,2,4,27
4/26/2023,24609100000000.00,6848880000000.00,31458000000000.00,1,2023,3,2023,2,4,26
4/25/2023,24594000000000.00,6864490000000.00,31458500000000.00,1,2023,3,2023,2,4,25
4/24/2023,24606900000000.00,6851080000000.00,31457900000000.00,1,2023,3,2023,2,4,24
4/21/2023,24620300000000.00,6839190000000.00,31459500000000.00,1,2023,3,2023,2,4,21
4/20/2023,24626900000000.00,6833030000000.00,31460000000000.00,1,2023,3,2023,2,4,20
4/19/2023,24629900000000.00,6826740000000.00,31456600000000.00,1,2023,3,2023,2,4,19
4/18/2023,24627900000000.00,6829250000000.00,31457100000000.00,1,2023,3,2023,2,4,18
4/17/2023,24641000000000.00,6815400000000.00,31456400000000.00,1,2023,3,2023,2,4,17
4/14/2023,24670700000000.00,6787250000000.00,31458000000000.00,1,2023,3,2023,2,4,14
4/13/2023,24672000000000.00,6786510000000.00,31458500000000.00,1,2023,3,2023,2,4,13
4/12/2023,24675400000000.00,6781490000000.00,31456900000000.00,1,2023,3,2023,2,4,12
4/11/2023,24656100000000.00,6801390000000.00,31457400000000.00,1,2023,3,2023,2,4,11
4/10/2023,24660100000000.00,6796740000000.00,31456800000000.00,1,2023,3,2023,2,4,10
4/7/2023,24669400000000.00,6788950000000.00,31458300000000.00,1,2023,3,2023,2,4,7
4/6/2023,24669000000000.00,6789820000000.00,31458800000000.00,1,2023,3,2023,2,4,6
4/5/2023,24674100000000.00,6783200000000.00,31457300000000.00,1,2023,3,2023,2,4,5
4/4/2023,24675100000000.00,6782720000000.00,31457800000000.00,1,2023,3,2023,2,4,4
4/3/2023,24697700000000.00,6759420000000.00,31457200000000.00,1,2023,3,2023,2,4,3
3/31/2023,24693500000000.00,6764920000000.00,31458400000000.00,1,2023,2,2023,1,3,31
3/30/2023,24641800000000.00,6819100000000.00,31460900000000.00,1,2023,2,2023,1,3,30
3/29/2023,24649100000000.00,6810300000000.00,31459400000000.00,1,2023,2,2023,1,3,29
3/28/2023,24650300000000.00,6809610000000.00,31459900000000.00,1,2023,2,2023,1,3,28
3/27/2023,24657600000000.00,6801630000000.00,31459300000000.00,1,2023,2,2023,1,3,27
3/24/2023,24670000000000.00,6790770000000.00,31460800000000.00,1,2023,2,2023,1,3,24
3/23/2023,24672400000000.00,6788840000000.00,31461300000000.00,1,2023,2,2023,1,3,23
3/22/2023,24672400000000.00,6785980000000.00,31458400000000.00,1,2023,2,2023,1,3,22
3/21/2023,24654800000000.00,6804070000000.00,31458900000000.00,1,2023,2,2023,1,3,21
3/20/2023,24660500000000.00,6797790000000.00,31458200000000.00,1,2023,2,2023,1,3,20
3/17/2023,24642300000000.00,6817410000000.00,31459800000000.00,1,2023,2,2023,1,3,17
3/16/2023,24651300000000.00,6808930000000.00,31460300000000.00,1,2023,2,2023,1,3,16
3/15/2023,24654000000000.00,6804850000000.00,31458800000000.00,1,2023,2,2023,1,3,15
3/14/2023,24635900000000.00,6823360000000.00,31459300000000.00,1,2023,2,2023,1,3,14
3/13/2023,24688000000000.00,6770500000000.00,31458500000000.00,1,2023,2,2023,1,3,13
3/10/2023,24694500000000.00,6765530000000.00,31460000000000.00,1,2023,2,2023,1,3,10
3/9/2023,24648500000000.00,6812010000000.00,31460500000000.00,1,2023,2,2023,1,3,9
3/8/2023,24655700000000.00,6803260000000.00,31459000000000.00,1,2023,2,2023,1,3,8
3/7/2023,24638100000000.00,6821400000000.00,31459500000000.00,1,2023,2,2023,1,3,7
3/6/2023,24648800000000.00,6809910000000.00,31458700000000.00,1,2023,2,2023,1,3,6
3/3/2023,24656600000000.00,6803590000000.00,31460200000000.00,1,2023,2,2023,1,3,3
3/2/2023,24638400000000.00,6822270000000.00,31460700000000.00,1,2023,2,2023,1,3,2
3/1/2023,24651100000000.00,6807960000000.00,31459100000000.00,1,2023,2,2023,1,3,1
2/28/2023,24609200000000.00,6850050000000.00,31459300000000.00,1,2023,2,2023,1,2,28
2/27/2023,24613900000000.00,6842480000000.00,31456400000000.00,1,2023,2,2023,1,2,27
2/24/2023,24614700000000.00,6843110000000.00,31457900000000.00,1,2023,2,2023,1,2,24
